Year;Mileage;Price
2017;83097;21977
2019;62941;21977
2020;28596;21977
2016;105599;21977
2015;6846;21977
2002;60973;21977
2018;8976;21979
2020;70103;21981
2018;81678;21982
2017;80035;21983
2020;31017;21984
2019;42606;21984
2017;109659;21984
2017;53289;21985
2020;35841;21985
2015;117728;21985
2020;8073;21985
2016;79653;21985
2018;41431;21985
2018;67808;21985
2014;71002;21985
2015;97235;21985
2017;63448;21985
2014;79873;21986
2021;3996;21986
2020;40567;21986
2020;53941;21987
2021;36369;21987
2018;34806;21987
2020;49859;21987
2008;58383;21987
2019;60359;21987
2013;80863;21987
2017;53568;21987
2020;49313;21987
2017;50145;21987
2017;19436;21987
2020;26159;21987
2008;88193;21988
2019;72022;21988
2016;27265;21988
2018;38994;21988
2019;21241;21988
2014;66444;21988
2015;81318;21988
2006;117171;21988
2019;73968;21988
2020;52816;21988
2015;100361;21988
2015;100361;21988
2018;28904;21988
2007;72885;21988
2016;85287;21988
2011;57544;21989
2019;31072;21989
2018;2108;21989
2012;163916;21989
2020;6362;21989
2019;4156;21989
2012;140206;21989
2018;77022;21989
2012;140206;21989
2015;93369;21991
2019;54251;21991
2019;81596;21991
2012;77315;21991
2020;33314;21991
2021;29254;21991
2020;63323;21991
2017;75911;21991
2020;59256;21991
2020;43299;21991
2017;52131;21991
2021;7474;21991
2017;78022;21991
2016;8272;21991
2014;154379;21991
2016;108784;21991
2020;71534;21991
2020;25858;21992
2019;45473;21992
2003;59555;21993
2016;625;21993
2011;112191;21993
2015;62097;21993
2015;55342;21993
2019;76376;21993
2020;99052;21993
2016;92311;21993
2017;27023;21994
2022;12524;21994
2022;8529;21994
2022;24373;21994
2018;39265;21994
2021;36705;21994
2015;106917;21995
2023;0;21995
2015;86302;21995
2021;19934;21995
2017;69562;21995
2010;92292;21995
2013;19007;21995
2018;85427;21995
2021;4647;21995
2019;29169;21995
2017;68362;21995
2020;62058;21995
2017;86851;21995
2016;80688;21995
2013;89692;21995
2003;42575;21995
2013;42152;21995
2016;78295;21995
2014;48679;21995
2016;93646;21995
2017;65341;21995
2020;39081;21995
2011;64081;21995
2020;32094;21995
2019;107852;21995
2015;99802;21995
2015;79782;21995
2011;66408;21995
2020;52156;21995
2019;42503;21995
1997;215682;21995
2014;102;21995
2017;82596;21995
2015;76948;21995
2017;8495;21995
2016;53784;21995
2016;5578;21995
2013;13873;21995
2015;7202;21995
2001;69276;21995
2017;34598;21995
2014;9164;21995
2021;27123;21995
2017;7195;21995
2016;91925;21995
2022;51231;21995
2010;59862;21995
2013;91446;21995
1987;124;21995
2017;79436;21995
2014;68611;21995
2014;86471;21995
2018;81521;21995
2013;80794;21995
2015;55205;21995
2016;65067;21995
2014;81224;21995
2017;8537;21995
2013;85065;21995
2020;19143;21995
2017;97076;21995
2019;46905;21995
2012;54203;21995
2017;698;21995
2018;82869;21995
2016;93201;21995
2020;35823;21995
2014;57646;21995
2020;2726;21995
2015;44935;21995
2016;110993;21995
2019;92256;21995
2016;52;21995
2016;83436;21995
2018;116975;21995
2018;90769;21995
2013;114085;21995
2020;31377;21995
2017;73373;21995
2014;80525;21995
2020;8196;21995
2019;14087;21995
1998;37228;21995
2017;72534;21995
2021;25738;21995
2016;64111;21995
2011;133165;21995
2016;94833;21995
2018;8229;21995
2014;80821;21995
2019;50225;21995
2015;87037;21995
2012;53703;21995
2014;99628;21995
2014;73155;21995
2022;191;21995
2021;49222;21995
2015;9504;21995
2018;36166;21995
2015;83851;21995
2013;27969;21995
2011;116799;21995
2013;65154;21995
2016;29583;21995
2015;63201;21995
2015;91716;21995
2019;71088;21995
2018;38283;21995
2019;39797;21995
2014;134491;21995
2005;30121;21995
2018;30452;21995
2011;226813;21995
2017;95792;21995
2019;11898;21995
2017;69345;21995
2015;88987;21995
2016;108071;21995
2020;60391;21995
2014;96703;21995
2020;57679;21995
2019;62099;21995
2012;79014;21995
2016;8586;21995
2017;969;21995
2014;10697;21995
2023;1989;21995
2018;29325;21995
2014;91851;21995
2019;57747;21995
2017;98563;21995
2019;54624;21995
2019;60192;21995
2021;46797;21995
2017;7732;21995
2020;36785;21995
2016;148326;21995
2018;29453;21995
2011;115807;21995
2005;62995;21995
2015;96167;21995
2012;82695;21995
2012;130971;21995
2017;75707;21995
2014;53668;21995
2013;135121;21995
2010;237178;21995
2020;5027;21995
2013;158306;21995
2012;31839;21995
1993;2848;21995
2013;66223;21995
2017;96682;21995
2020;36831;21995
2016;10694;21995
2016;85974;21995
2016;117441;21995
2016;117441;21995
2018;92878;21995
2005;172419;21995
2001;26546;21995
1993;101321;21995
2021;37145;21995
2017;8926;21995
2014;145514;21995
2017;51078;21995
2016;53994;21995
2021;33601;21995
2013;47107;21995
2013;72748;21995
2005;35731;21996
2017;10101;21996
2020;77956;21996
2014;108849;21996
2015;646;21996
2023;0;21996
2013;101651;21996
2017;66004;21997
2017;41735;21997
2013;70324;21997
2013;58757;21997
2019;33182;21997
2019;50856;21997
2020;59265;21997
2020;15995;21997
2016;24892;21997
2007;224252;21997
2018;8918;21997
2021;42162;21997
2018;72991;21998
2016;54369;21998
2017;90551;21998
2011;128491;21998
2017;61818;21998
2018;73296;21998
2022;40406;21998
2016;95771;21998
2018;38613;21998
2019;58272;21998
2016;30762;21998
2017;4139;21998
2012;81778;21998
2014;65735;21998
2017;37012;21998
2016;61688;21998
2019;52569;21998
2018;20432;21998
2020;30531;21998
2017;6573;21998
2019;56317;21998
2018;5307;21998
2017;59263;21998
2015;87351;21998
2018;353;21998
2016;71584;21998
2020;35152;21998
2016;55159;21998
2012;65832;21998
2014;90054;21998
2021;10381;21998
2021;25005;21998
2014;89615;21998
2018;55886;21998
2020;35306;21998
2016;64052;21998
2019;12714;21998
2011;162;21998
2014;90044;21998
2014;8309;21998
2020;18541;21998
2016;57002;21998
2019;84054;21998
2012;63577;21998
2016;114561;21998
2015;51889;21998
2018;50072;21998
2016;642;21998
2015;42518;21998
2016;66007;21998
2015;82867;21998
2018;43192;21998
2017;70565;21998
2019;20439;21998
2020;56848;21998
2013;95176;21998
2015;63633;21998
2013;9505;21998
2017;83432;21998
2021;3458;21998
2015;10002;21998
2015;43135;21998
2013;87505;21998
2019;16521;21998
2015;89499;21998
2015;84795;21998
2019;36783;21998
2015;47669;21998
2011;102247;21998
2014;94014;21998
2021;46271;21998
2020;15477;21998
2021;2892;21998
2016;76607;21999
2018;99963;21999
2015;62436;21999
2015;104272;21999
2011;100262;21999
2016;74003;21999
2017;42269;21999
2018;74101;21999
2016;58347;21999
2007;71401;21999
2021;343;21999
2020;65087;21999
2015;94331;21999
2017;59217;21999
2018;58301;21999
2011;128401;21999
2015;91779;21999
2007;187702;21999
2015;78895;21999
2019;42695;21999
2013;50072;21999
2014;92234;21999
2017;46546;21999
2015;49342;21999
2021;12944;21999
2016;50427;21999
2015;67356;21999
2017;85352;21999
2019;60203;21999
2021;4351;21999
2017;39336;21999
2014;92215;21999
2019;4761;21999
2018;82028;21999
2016;4193;21999
2011;146583;21999
2013;119658;21999
2020;91037;21999
2012;73757;21999
2015;60856;21999
2015;98555;21999
2015;7223;21999
2017;52463;21999
2016;112962;21999
2018;44551;21999
2018;44449;21999
2015;92791;21999
2020;64449;21999
2018;47262;21999
2018;8161;21999
2015;95641;21999
2019;18702;21999
2010;87647;21999
2014;104448;21999
2016;83519;21999
2012;123836;21999
2013;53345;21999
2010;125874;21999
2019;40464;21999
2008;43675;21999
2022;0;21999
1963;5603;21999
2011;147403;21999
2023;0;22004
2017;86474;22009
2022;0;22021
2016;8926;22026
2011;103558;22049
2020;56059;22068
2023;0;22069
2016;100529;22091
2016;57916;22092
2022;1636;22095
2020;49075;22097
2021;35426;22097
2015;57921;22111
2015;110725;22114
2016;76825;22122
2022;0;22133
2023;0;22133
2020;44096;22134
2021;63894;22144
2019;26523;22152
2020;27418;22159
2017;88218;22166
2017;77057;22167
2014;94026;22169
2015;50312;22175
2021;14455;22178
2016;89372;22183
2023;0;22187
2016;67197;22191
2020;66711;22192
2013;72253;22192
2020;35688;22195
2016;79226;22195
2021;21385;22195
2018;86497;22196
2016;36811;22197
2019;43574;22197
2018;45027;22197
2012;92435;22197
2020;66366;22197
2002;57363;22198
2018;63969;22198
2017;40747;22198
2020;41758;22198
2015;81101;22216
2012;75832;22217
2016;8141;22222
2017;95693;22225
2019;42;22226
2016;69089;22233
2019;5877;22233
2020;68185;22233
2017;57055;22234
2019;27997;22237
2022;0;22245
2016;38018;22247
2014;76562;22247
2021;45244;22255
2021;43813;22257
2020;62578;22268
2020;49633;22274
2018;25199;22275
2021;36795;22276
2015;121784;22278
2016;68436;22279
2022;9235;22288
2015;11881;22291
2020;657;22292
2020;68818;22295
2019;73064;22295
2017;67886;22295
2017;10522;22295
2020;44346;22297
2021;24582;22297
2020;35211;22297
2015;54831;22297
2017;85803;22297
2023;0;22298
2016;71333;22299
2015;79611;22299
2016;99823;22299
2017;7238;22303
2018;71645;22303
2018;22051;22307
2019;49322;22311
2017;39044;22313
2020;714;22315
2020;49158;22317
2023;0;22321
2018;33094;22323
2020;61931;22331
2018;4792;22333
2020;59626;22342
2020;37363;22342
2020;69663;22342
2023;0;22346
2022;29002;22349
2022;13249;22351
2019;50537;22372
2021;42958;22375
2017;73604;22379
2019;53231;22379
2020;59496;22379
2015;62149;22381
2015;82382;22381
2018;75339;22383
2023;0;22384
2018;87265;22387
2020;50677;22387
2014;95548;22387
2019;69416;22387
2020;235;22393
2012;137602;22393
2020;65001;22395
2019;77584;22395
2015;83298;22395
2016;112225;22395
2019;8282;22395
2020;11493;22395
2018;62551;22397
2017;56573;22397
2020;72431;22397
2022;9812;22398
2020;23108;22398
2020;69142;22399
2018;71035;22399
2019;51447;22399
2018;78468;22401
2018;24906;22402
2015;98275;22403
2016;65833;22405
2021;23682;22413
2018;52415;22414
2017;67101;22422
2020;22121;22423
2014;79138;22425
2020;39846;22426
2018;8725;22431
2020;35337;22433
2016;6655;22433
2017;91087;22436
2021;23756;22444
2015;73932;22445
2022;2852;22449
2011;105141;22452
2017;59266;22455
2015;70281;22459
2020;27851;22459
2019;38321;22471
2020;63052;22472
2020;60283;22474
2020;68029;22475
2021;12212;22476
2018;78707;22477
2016;89596;22481
2021;47558;22481
2015;120083;22482
2020;26949;22482
2003;34439;22485
2006;140705;22485
2017;74105;22485
2022;0;22485
2016;95266;22485
2014;60;22485
2018;77304;22486
2015;49855;22486
2021;17695;22487
2018;44132;22488
2020;64132;22488
2010;68888;22488
2015;9829;22488
2019;1349;22488
2016;122917;22488
2011;84547;22489
2017;46547;22489
2020;67126;22489
2014;91968;22491
2020;22599;22491
2013;74177;22491
2020;23643;22492
2020;60198;22492
2015;131934;22493
2014;99392;22494
2017;64165;22494
2007;189969;22494
2020;27106;22494
2014;93735;22495
2020;48237;22495
2015;51355;22495
2017;107949;22495
2020;37016;22495
2019;54312;22495
2015;102588;22495
2014;93554;22495
2019;39847;22495
2013;45888;22495
2013;124636;22495
2020;7421;22495
2016;94991;22495
2018;83284;22495
2019;2742;22495
2018;100632;22495
2016;60121;22495
2020;22165;22495
2013;126956;22495
2022;39881;22495
2019;84854;22495
2017;7233;22495
2013;86954;22495
2020;45462;22495
2021;29775;22495
2018;67434;22495
2021;34075;22495
2010;86829;22495
2017;91412;22495
2019;11079;22496
2016;61922;22496
2018;50941;22497
2017;5157;22497
2017;36957;22497
2019;54757;22497
2015;55905;22497
2021;38967;22497
2014;1092;22497
2017;38104;22497
2017;44259;22498
2010;133368;22498
2015;68321;22498
2015;114908;22498
2014;77743;22498
2016;122104;22498
2021;30687;22499
2015;55749;22499
2012;77483;22499
2014;91057;22499
2019;52314;22499
2020;2549;22499
2019;18981;22499
2018;53438;22499
2015;8932;22499
2021;3101;22499
2018;71508;22499
2019;33188;22499
2016;56657;22499
2015;83323;22499
2016;7531;22499
2009;149912;22499
2022;11685;22499
2015;33909;22499
2015;58514;22499
2015;7345;22499
2020;75906;22499
2021;18769;22499
2015;59443;22499
2021;29514;22499
2016;72953;22499
2022;3005;22499
2018;6749;22501
2021;36802;22505
2023;0;22508
2019;40045;22511
2023;0;22511
2019;73795;22512
2020;16776;22516
2016;81463;22517
2018;91264;22519
2023;0;22528
2019;60672;22528
2015;64577;22536
2019;48153;22536
2020;22805;22541
2015;93181;22543
2020;40605;22544
2017;66185;22547
2019;45313;22549
2019;67536;22549
2018;66801;22549
2016;72598;22549
2017;59158;22555
2015;81465;22555
2017;919;22562
2021;13192;22563
2017;8276;22565
2019;63198;22566
2020;51822;22567
2018;62273;22571
2016;78415;22574
2017;78036;22574
2022;19599;22577
2018;46776;22577
2020;29655;22577
2017;84402;22577
2019;1697;22578
2020;43744;22585
2019;48743;22585
2018;39204;22585
2013;47577;22586
2018;53137;22587
2021;37186;22593
2019;84239;22593
2015;83453;22593
2016;76052;22593
2020;68802;22595
2021;46;22595
2018;29729;22595
2020;69533;22595
2019;39603;22595
2019;45037;22595
2019;3342;22595
2020;4627;22595
2016;43229;22595
2015;81863;22595
2013;40582;22595
2020;23147;22597
2017;10188;22597
2019;99341;22599
2015;90404;22599
2016;6856;22599
2015;53075;22599
2019;34997;22599
2016;65304;22599
2016;9354;22599
2017;54807;22601
2022;0;22602
2022;0;22603
2018;72484;22604
2017;49543;22605
2016;32294;22613
2015;105461;22614
2023;0;22614
2015;53812;22624
2023;0;22625
2021;41858;22625
2018;52613;22627
2019;61039;22629
2021;3336;22635
2018;35998;22641
2016;78567;22645
2020;51455;22647
2020;57032;22647
2017;33525;22651
2017;37739;22651
2017;37739;22651
2021;23763;22652
2017;58352;22653
2015;52176;22654
2017;52383;22654
2019;28504;22655
2013;79883;22656
2018;77125;22661
2013;96523;22665
2019;62425;22666
2019;71125;22667
2018;59851;22667
2016;47205;22671
2016;6636;22675
2018;52838;22676
2018;44866;22677
2015;58037;22678
2018;6185;22678
2021;39277;22682
2017;52569;22683
2020;1534;22687
2019;110542;22688
2020;56647;22688
2017;71665;22688
2019;16307;22689
2021;60706;22689
2016;86631;22691
2014;4683;22692
2018;53458;22692
2017;94975;22694
2015;64349;22695
2019;37315;22695
2015;39329;22695
2019;30654;22696
2017;40656;22697
2020;47513;22697
2015;51767;22697
2020;23364;22698
2014;46575;22698
2019;3328;22698
2021;14672;22698
2014;50557;22704
2022;0;22705
2017;20715;22709
2018;71156;22717
2019;63932;22722
2021;34808;22725
2017;14045;22733
2014;57359;22733
2018;49639;22736
2022;45456;22738
2015;114409;22744
2018;60668;22745
2017;61238;22746
2015;64269;22749
2018;5599;22752
2016;79842;22755
2017;50369;22757
2017;81407;22759
2017;9687;22763
2016;63985;22764
2019;31833;22764
2022;16556;22767
2019;34991;22768
2020;285;22771
2021;24551;22773
2017;44311;22773
2019;23966;22774
2022;20335;22776
2020;70381;22777
2017;70066;22777
2020;15949;22777
2002;70302;22777
2011;32915;22777
2019;10754;22777
2017;84951;22777
2011;87068;22777
2018;46732;22777
2021;33605;22777
2014;61232;22777
2017;52673;22778
2015;32045;22784
2020;19923;22787
2015;77102;22787
2020;10386;22787
2018;61429;22788
2020;30408;22788
2017;56715;22788
2020;1583;22788
2023;0;22789
2019;48496;22789
2000;78581;22791
2022;17408;22791
2020;32528;22791
2015;74401;22791
2019;34243;22793
2018;81932;22794
2016;90641;22795
2020;40389;22795
2017;56908;22795
2020;106043;22795
2019;92712;22795
2014;58407;22795
2019;57917;22795
2021;43519;22795
2016;84266;22795
2020;66775;22796
2021;41883;22797
2020;44725;22797
2021;16292;22797
2015;41021;22797
2011;108239;22798
2017;45365;22798
2020;54782;22798
2017;79395;22799
2014;77593;22799
2019;19;22799
2017;32571;22799
2016;60352;22799
2015;66329;22801
2017;36479;22802
2015;61615;22806
2008;153373;22812
2015;60995;22814
2014;62592;22816
2014;78652;22817
2016;65069;22818
2017;5798;22819
2018;73593;22819
2015;92031;22819
2015;74296;22823
2018;71376;22824
2016;87791;22824
2017;42315;22826
2018;82264;22832
2014;88339;22834
2021;43454;22834
2016;71965;22836
2018;32916;22836
2020;15496;22837
2021;22475;22838
2019;51809;22841
2020;107;22841
2009;43125;22844
2020;44157;22844
2020;62228;22844
2023;0;22846
2020;21086;22847
2015;63072;22848
2021;8581;22852
2021;34089;22855
2016;97632;22855
2019;88371;22855
2016;9957;22857
2021;13979;22862
2010;85098;22863
2018;69296;22863
2019;54732;22863
2016;55288;22864
2021;24087;22865
2014;76622;22866
2023;0;22868
2014;70624;22869
2021;11518;22872
2020;70458;22873
2022;39474;22877
2019;52965;22881
2020;34535;22883
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2015;112708;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2023;0;22885
2016;59758;22887
2020;65082;22887
2008;89464;22887
2021;51545;22887
2006;40544;22888
2023;0;22888
2016;103486;22888
2014;84063;22888
2020;19097;22888
2015;109201;22888
2016;128765;22888
2017;61505;22888
2020;1477;22888
2018;101265;22888
2020;32155;22888
2015;122309;22888
2017;114628;22888
2013;7625;22888
2023;0;22893
2021;46991;22893
2015;83;22894
2014;127937;22894
2016;83986;22895
2020;62306;22895
2022;19162;22895
2015;87027;22895
2007;91646;22895
2014;148408;22895
2017;54764;22895
2019;68457;22895
2020;2814;22895
2015;99288;22895
2015;99288;22895
2020;29896;22896
2017;57297;22897
2020;51235;22897
2015;39478;22899
2018;44317;22899
2020;41705;22899
2020;46249;22899
2007;9654;22899
2016;50321;22902
2019;7258;22904
2018;3885;22904
2023;0;22905
2020;48726;22905
2019;77174;22905
2020;23356;22907
2010;46738;22911
2016;49979;22913
2021;57899;22918
2014;5147;22921
2021;43125;22921
2018;97325;22922
2020;23996;22923
2019;34529;22923
2014;109524;22925
2021;21869;22925
2017;64433;22928
2021;30222;22931
2018;69896;22931
2020;50834;22932
2020;62665;22932
2019;39585;22933
2018;60022;22937
2019;30072;22937
2017;37932;22938
2016;117606;22938
2017;66765;22942
2020;19615;22942
2020;24521;22942
2021;38773;22945
2019;93045;22947
2020;27393;22948
2018;74207;22948
2018;83967;22949
2020;69832;22951
2019;69434;22954
2022;0;22955
2022;0;22955
2015;68514;22955
2018;74142;22957
2020;39564;22958
2017;22564;22959
2017;66333;22961
2019;49754;22961
2015;42928;22962
2020;15714;22963
2020;34341;22965
2023;8547;22966
2020;62576;22967
2023;6741;22969
2023;6741;22969
2017;104474;22971
2019;40215;22972
2014;6693;22975
2020;28351;22975
2016;75093;22975
2010;63088;22975
2020;33616;22975
2014;60145;22975
2016;72248;22975
2018;90408;22976
2020;51741;22976
2019;2574;22976
2016;79392;22977
2014;11072;22977
2017;5974;22977
2019;61789;22977
2020;45737;22977
2021;2859;22977
2022;13929;22977
2015;76255;22977
2020;26512;22978
2015;59139;22979
2020;18433;22979
2015;86754;22981
2016;84166;22981
2016;80965;22981
2019;56597;22982
2018;30941;22983
2017;74468;22983
2021;12926;22984
2017;60878;22985
2020;70106;22985
2017;120851;22985
2016;74891;22985
2012;53696;22985
2012;53696;22985
2020;63566;22985
2019;29487;22985
2021;42584;22986
2018;58504;22986
2021;19637;22987
2017;501;22987
2019;92671;22987
2019;79184;22987
2020;47506;22987
2015;99706;22987
2016;88056;22987
2014;79977;22987
2017;98919;22987
2015;59116;22988
2015;114465;22988
2014;116216;22988
2018;82509;22988
2019;62302;22988
2015;42615;22988
2012;49982;22988
2018;2541;22988
2021;26241;22988
2015;5356;22988
2015;59919;22988
2022;16593;22988
2020;17856;22988
2022;8054;22989
2016;86149;22989
2019;33878;22989
2013;100106;22989
2011;101452;22989
2014;86161;22989
2005;65215;22989
2015;74033;22991
2017;25656;22991
2019;33972;22991
2019;34981;22991
2001;64139;22991
2005;172492;22991
2019;66067;22991
2016;106334;22991
2020;50253;22991
2016;60839;22991
2015;41326;22991
2016;75583;22991
2020;20604;22991
2015;47993;22991
2017;71434;22991
2021;13539;22992
2020;37773;22992
2020;40772;22992
2019;26866;22992
2018;66502;22992
2013;101001;22992
2016;107025;22992
2016;104311;22993
2020;56031;22993
2021;64949;22993
2016;62861;22994
2012;48287;22994
2014;94838;22994
2016;62742;22994
2020;62642;22994
2020;34627;22994
2016;79902;22994
2020;61975;22994
2014;20226;22994
2013;117083;22995
2019;63413;22995
2013;64795;22995
2020;53356;22995
2019;62165;22995
2013;90689;22995
2016;597;22995
2019;40717;22995
2020;47788;22995
2016;86086;22995
2012;69232;22995
2016;43096;22995
2004;28328;22995
2020;18361;22995
2012;57;22995
2017;43938;22995
2010;64191;22995
2018;93188;22995
2018;75546;22995
2016;85435;22995
2015;81852;22995
2020;18496;22995
2021;21532;22995
2004;147012;22995
2014;105233;22995
2015;76512;22995
2015;100826;22995
2020;4439;22995
2019;76653;22995
2011;135397;22995
2014;115005;22995
2015;77691;22995
2016;91211;22995
2008;57825;22995
2018;59301;22995
2021;19354;22995
2018;24942;22995
2018;25957;22995
2016;95122;22995
2007;127674;22995
2019;71509;22995
2018;44957;22995
2015;76847;22995
2015;127408;22995
2017;102901;22995
2020;37348;22995
2017;1903;22995
2016;98;22995
2011;131241;22995
2016;116321;22995
2016;116321;22995
2020;40781;22995
2018;3675;22995
2018;3675;22995
2019;31969;22995
2012;83489;22995
2022;17323;22995
2019;39995;22995
2020;48734;22995
2019;63651;22995
2019;51696;22995
2019;44055;22995
2020;45074;22995
2014;110186;22995
2016;35192;22995
2018;26;22995
2012;108174;22995
2014;84575;22995
2019;43065;22995
1998;20095;22995
2017;82048;22995
2017;74566;22995
2018;72801;22995
2013;90086;22995
2017;83955;22995
2014;106078;22995
2017;88545;22995
2015;120011;22995
2010;67807;22995
2017;95621;22995
2015;86;22995
2016;45621;22995
2021;42958;22995
2020;50989;22995
2018;103094;22995
2014;76138;22995
2013;129475;22995
2020;34082;22995
2015;96845;22995
2015;96845;22995
2016;49131;22995
2014;86534;22995
2015;124885;22995
2017;102202;22995
2019;66205;22995
2018;75569;22995
2019;143395;22995
2014;122799;22995
2017;50515;22995
2021;41712;22995
2020;71183;22995
2021;464;22995
2018;51147;22995
2019;42483;22995
2014;12663;22995
2017;53364;22995
2019;66388;22995
2016;637;22995
2017;137946;22995
2016;85391;22995
2018;76917;22995
2018;54138;22995
2020;36232;22995
2016;70372;22995
2011;52999;22995
2021;37738;22995
2014;83314;22995
2015;49883;22995
2015;7998;22995
2015;7998;22995
2016;100105;22995
2019;50476;22995
2020;50368;22995
2001;87566;22995
2011;127148;22995
2018;11813;22995
2018;21883;22995
2014;84588;22995
2016;9192;22995
2016;75819;22995
2016;75819;22995
2017;104842;22995
2018;77009;22995
2016;87338;22995
2018;53813;22995
2005;5994;22995
2016;94041;22995
2016;77736;22995
2018;11452;22995
2014;84031;22995
2007;14954;22995
2017;70045;22995
2015;111457;22995
2016;77292;22995
2019;47245;22995
2017;132658;22995
2020;27076;22995
2017;46188;22995
2014;114659;22995
2017;130037;22995
2014;114659;22995
2013;95574;22995
2020;46064;22996
2020;40975;22996
2014;10618;22996
2021;33274;22996
2017;37352;22996
2015;66017;22996
2018;66546;22996
2020;15151;22997
2013;104035;22997
2016;76185;22997
2015;91495;22997
2017;509;22997
2006;198002;22997
2020;49611;22997
2014;79829;22997
2019;6131;22997
2013;86672;22997
2009;176762;22997
2019;28723;22997
2015;59522;22997
2019;60772;22997
2017;36416;22997
2020;13366;22997
2018;47525;22998
2019;65621;22998
2018;35682;22998
2017;39595;22998
2015;67314;22998
2016;47317;22998
2016;85035;22998
2016;86732;22998
2018;22257;22998
2017;90217;22998
2015;51624;22998
2016;81234;22998
2017;5077;22998
2015;53226;22998
2019;28855;22998
2016;101312;22998
2018;42174;22998
2021;25788;22998
2015;79137;22998
2017;62249;22998
2015;71784;22998
2016;127342;22998
2020;50892;22998
2020;225;22998
2015;87113;22998
2016;59344;22998
2015;9325;22998
2020;30091;22998
2020;42033;22998
2019;6284;22998
2019;96607;22998
2017;36694;22998
2013;87183;22998
2014;88584;22998
2018;76153;22998
2019;24425;22998
2020;26647;22998
2018;4378;22998
2018;74388;22998
2018;50485;22998
2017;70556;22998
2016;35999;22998
2018;36845;22998
2018;5762;22998
2015;47385;22998
2016;94943;22998
2015;43934;22998
2019;49136;22998
2017;25505;22998
2017;60537;22998
2019;5648;22998
2017;7766;22998
2015;86524;22998
2020;43038;22998
2020;26952;22998
2017;78225;22998
2015;52748;22998
2019;21912;22998
2015;82801;22998
2018;70471;22998
2015;79051;22998
2014;51727;22998
2022;5123;22998
2019;62797;22998
2014;98896;22998
2017;57632;22998
2020;287;22998
2013;64508;22998
2017;90538;22998
2020;31209;22998
2015;56042;22998
2013;5648;22998
2019;42625;22998
2016;3985;22998
2020;4537;22998
2017;61559;22998
2019;18357;22998
2013;41425;22998
2015;102384;22998
2015;86338;22998
2015;98285;22998
2012;46153;22998
2015;79279;22999
2016;53816;22999
2017;62507;22999
2021;40297;22999
2009;92168;22999
2022;28822;22999
2018;59655;22999
2014;17025;22999
2021;57;22999
2022;8024;22999
2020;31635;22999
2017;92834;22999
2019;44017;22999
2001;65805;22999
2022;6029;22999
2013;116209;22999
2014;94409;22999
2019;74978;22999
2018;50031;22999
2016;35037;22999
2020;35722;22999
2013;102531;22999
2014;80572;22999
2019;51556;22999
2016;98947;22999
2001;79497;22999
2016;89121;22999
2019;91912;22999
2015;8192;22999
2019;62687;22999
2015;45906;22999
2018;48944;22999
2018;33553;22999
2020;70618;22999
2017;144977;22999
2017;51106;22999
2016;91294;22999
2020;6262;22999
2011;53277;22999
2019;57804;22999
2013;89187;22999
2017;84084;22999
2014;106522;22999
2014;131888;22999
2019;67955;22999
2020;24786;22999
2016;129225;22999
2011;128411;22999
2021;37281;22999
2007;68045;22999
2017;67444;22999
2020;66409;22999
2007;203554;22999
2015;72872;22999
2019;49689;22999
2016;83912;22999
2023;0;22999
2019;74255;22999
2019;16257;22999
2019;61219;22999
2016;85296;22999
2018;75522;22999
2020;53723;22999
2017;76225;22999
2017;99998;22999
2016;86001;22999
2018;114319;22999
2013;132146;22999
2019;45101;23001
2013;91802;23009
2015;5818;23013
2022;0;23015
2022;0;23015
2022;15272;23022
2019;43633;23038
2019;43672;23051
2023;0;23053
2020;21439;23053
2023;0;23053
2023;0;23053
2023;0;23055
2023;0;23055
2023;0;23055
2023;0;23055
2023;0;23055
2023;0;23055
2016;75864;23056
2021;43488;23057
2021;21069;23061
2021;40385;23063
